,product_name,review_date,review_content,review_star,review_writer,tokenized_reviews,replaced_review
1177,캐나다 6개월분 알티지오메가3 1200 비타민D rTG 오메가3 콜레스테롤,2021.07.30,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
수회 재구매입니다 내몸에는 그럭저럭 좋은듯~~",3.0,amij**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '수회', '재다', '이다', '그럭저럭', '좋다']",수회 재다 그럭저럭 좋다
1178,캐나다 6개월분 알티지오메가3 1200 비타민D rTG 오메가3 콜레스테롤,2021.07.27,"배송 보통이에요
어머님 선물로해드렸네요~~",3.0,leec******,"['배송', '보통', '어머님', '선물', '해드리다']",선물 해드리다
1185,캐나다 6개월분 알티지오메가3 1200 비타민D rTG 오메가3 콜레스테롤,2021.07.06,"배송 빨라요 성능 보통이에요 유통기한 보통이에요
조아요",3.0,cjsl******,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통', '좋다']",빨르다 좋다
1188,캐나다 6개월분 알티지오메가3 1200 비타민D rTG 오메가3 콜레스테롤,2021.06.17,배송 빨라요 성능 보통이에요 유통기한 보통이에요,3.0,dony***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통']",빨르다
1197,캐나다 6개월분 알티지오메가3 1200 비타민D rTG 오메가3 콜레스테롤,2021.05.14,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,ryu1***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
1220,캐나다 6개월분 알티지오메가3 1200 비타민D rTG 오메가3 콜레스테롤,2021.01.12,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
물품이 다른것으로 배송되서 처음 많이 당황했으나 잘 처리되어 감사합니다.",3.0,gong****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '물품', '배송', '되다', '처음', '많이', '당황', '하다', '자다', '처리', '되어다', '감사하다']",물품 당황 처리 감사하다
1279,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2019.12.10,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
3년전쯤부터 구매하고 있는데...
처음엔 2만 9천원정도 할인받아 26000원에 구매했었는데 오르고오르더니 지금은 45000원이네요
3개월마다 재구매중인데 아주 난감합니다.

먹던거고 하루 한번이라는 메리트 때문에
이번에도 구매했는데 고점찍었으면
할인이라도 해주세요~~
닫기",3.0,wodp***,"['배송', '보통', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '구매', '있다', '처음', '할인', '받다', '구매', '하다', '오르다', '오르다', '지금', '개월', '구매', '아주', '난감하다', '먹다', '하루', '한번', '메리트', '때문', '이번', '구매', '하다', '찍다', '할인', '해주다', '닫다']",뛰어나다 구매 할인 구매 구매 난감하다 메리트 구매 찍다 할인 해주다 닫다
1316,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.02.06,"배송 빨라요
애기줄려고 샀는데 원래 이리 냄새가 비린가요ㅜㅜ 캡슐따서 먹기는 부담스러워 방치중이에요 몇개못먹어서 효과는 모르겠네요~",3.0,elem*****************,"['배송', '빨르다', '애기', '줄다', '사다', '원래', '이리', '냄새', '비리다', '캡슐', '따다', '먹기', '부담스럽다', '방치', '몇개', '먹다', '효과', '모르다']",빨르다 애기 줄다 사다 이리 냄새 비리다 캡슐 따다 먹기 부담스럽다 방치 몇개 모르다
1328,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.06.13,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요
배송빠르구 먹어보보구 효과있음 꾸준히 시켜먹을계획입니다. 기존에 먹던걸 바꿨거든요. 부디 더 좋은 효과있길 바래요.",3.0,hyun******,"['배송', '빨르다', '보통', '유통', '기한', '기한', '넉넉하다', '배송', '빠르다', '먹다', '보구', '효과', '있다', '꾸준하다', '시키다', '먹다', '계획', '이다', '기존', '먹다', '바꾸다', '부디', '좋다', '효과', '있다']",빨르다 보구 꾸준하다 계획 기존 바꾸다 부디 좋다
1335,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2019.10.18,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
지인추천으로 구매했어요.
피부문제가 해결됐음 좋겠네요.
상세보기",3.0,상꿍,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '지인', '추천', '구매', '하다', '피부', '문제', '해결', '돼다', '좋다', '상세', '보기']",지인 추천 구매 피부 문제 해결 돼다 좋다
1336,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2017.03.19,"가격 괜찮네요 배송 보통이에요
잘 받았습니다 계속 꾸준히 섭취중이라 계속 재구매 예정입니다.
상세보기",3.0,삼다수생수,"['가격', '괜찮다', '배송', '보통', '자다', '받다', '계속', '꾸준하다', '섭취', '계속', '재다', '예정', '이다', '상세', '보기']",가격 괜찮다 꾸준하다 섭취 재다 예정
1339,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2017.05.31,"가격 괜찮네요 배송 빨라요
몸에 좋다고해서 구입하고 복용을 해보니 효과가있는지는 잘 모르겠네요.",3.0,로보트j,"['가격', '괜찮다', '배송', '빨르다', '좋다', '하다', '구입', '복용', '해보다', '효과', '있다', '자다', '모르다']",가격 괜찮다 빨르다 좋다 구입 복용 해보다 모르다
1366,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2017.08.21,"가격 싸게 샀어요 배송 빨라요
먹어봐야 알겠지요 효과잇음 좋게습니다~",3.0,rube****,"['가격', '싸다', '사다', '배송', '빨르다', '먹다', '보다', '알다', '효과', '잇다', '좋다', '습니']",가격 싸다 사다 빨르다 알다 잇다 좋다 습니
1368,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2016.12.06,"가격 안 싸네요 배송 빨라요
배송 빠르고 타사에 비해 저렴합니다",2.0,hoya******,"['가격', '싸다', '배송', '빨르다', '배송', '빠르다', '비다', '저렴하다']",가격 싸다 빨르다 비다 저렴하다
1390,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2021.01.14,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
효과가 있는 건지 없는 건지 절반 먹었는데 아직 모르겠네요ㅡㅡ",3.0,zzan*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '효과', '있다', '건지다', '없다', '건지다', '절반', '먹다', '아직', '모르다']",건지다 건지다 절반 아직 모르다
1394,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2019.06.14,"배송 빨라요 성능 성능이 별로예요 유통기한 기한이 넉넉해요
불행히도 와이프한테는 안 통하네요..",2.0,hone***,"['배송', '빨르다', '성능', '성능', '별로', '유통', '기한', '기한', '넉넉하다', '불행하다', '와이프', '늘다', '하다']",빨르다 별로 불행하다 와이프 늘다
1401,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.12.16,"배송 빨라요 맛 보통이에요 유통기한 보통이에요 효과 보통이에요
오메가라는게 꾸준히 먹어도 효과를 잘모르겠네요 ...",3.0,redz***,"['배송', '빨르다', '보통', '유통', '기한', '보통', '효과', '보통', '오메가', '꾸준하다', '먹다', '효과', '모르다']",빨르다 오메가 꾸준하다 모르다
1405,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.05.07,"배송 빨라요 맛 보통이에요 유통기한 보통이에요
캡슐형이라 먹기 괜찮아요",3.0,fnlq**,"['배송', '빨르다', '보통', '유통', '기한', '보통', '캡슐', '먹기', '괜찮다']",빨르다 캡슐 먹기 괜찮다
1411,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2017.12.29,"배송 느려요
배송이 늦었어요 포장 상태는 좋구요",3.0,하하하,"['배송', '느리다', '배송', '늦다', '포장', '상태', '좋다']",느리다 늦다 상태 좋다
1439,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2022.06.29,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
잘받았습니다 리뷰보고 주문했네요.
상세보기",3.0,soog**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '받다', '리뷰', '보고', '주문', '하다', '상세', '보기']",리뷰 주문
1441,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2017.03.10,"가격 싸게 샀어요 배송 빨라요
다리혈액순환이잘안되어먹어보려고주문했어요 효과가있었으면좋겠어요~",3.0,남양주서아맘,"['가격', '싸다', '사다', '배송', '빨르다', '다리', '혈액', '순환', '안되다', '먹다', '보다', '주문', '하다', '효과', '있다', '좋다']",가격 싸다 사다 빨르다 혈액 순환 안되다 주문 좋다
1443,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2017.03.03,"가격 괜찮네요 배송 느려요
배송이 너무 느려서 한참 기다렸어요 감마리넬론산이 몸에 좋다니 꾸준히 섭취해봐야 겠어요",3.0,haws*************,"['가격', '괜찮다', '배송', '느리다', '배송', '너무', '느리다', '한참', '기다리다', '마리', '넬론', '산이', '좋다', '꾸준하다', '섭취', '해보다', '겠다']",가격 괜찮다 느리다 느리다 기다리다 마리 넬론 산이 좋다 꾸준하다 섭취 해보다 겠다
1453,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2023.06.16,유통기한 기한이 짧아요 포장상태 보통이에요 효과 보통이에요,3.0,kiji****,"['유통', '기한', '기한', '짧다', '포장', '상태', '보통', '효과', '보통']",짧다 상태
1454,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2023.05.13,유통기한 보통이에요 포장상태 보통이에요 효과 보통이에요,3.0,hotj**,"['유통', '기한', '보통', '포장', '상태', '보통', '효과', '보통']",상태
1488,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2020.02.14,배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,wodp***,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",
1507,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.08.30,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요
저렴하게 구입했어요",3.0,fnlq**,"['배송', '빨르다', '보통', '유통', '기한', '기한', '넉넉하다', '저렴하다', '구입', '하다']",빨르다 저렴하다 구입
1508,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.08.27,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요
배송 빨라요",3.0,fnlq**,"['배송', '빨르다', '보통', '유통', '기한', '기한', '넉넉하다', '배송', '빨르다']",빨르다 빨르다
1510,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.07.06,배송 보통이에요 맛 보통이에요 유통기한 보통이에요,3.0,skyj***,"['배송', '보통', '보통', '유통', '기한', '보통']",
1513,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2018.05.09,배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요,3.0,yum0*************,"['배송', '빨르다', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다
1529,뉴트리 보라지오일 감마리놀렌산 보라지유 오메가6 / 달맞이꽃종자유 콜레스테롤 갱년기 영양제 식물성 90캡슐 3개월 1박스,2017.09.21,가격 괜찮네요 배송 보통이에요,3.0,skch******,"['가격', '괜찮다', '배송', '보통']",가격 괜찮다
