,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review,문장벡터화
538,538,"뉴트리원 정우성 루테인 지아잔틴164 + 씨오케이 마스크, 30정, 12박스",2022.10.16,꾸준한 루테인를 복용하다가\n이번엔 뉴트리원으로 바꿔 복용ㅠ 그런데\n부작용이 생겨 반품 요청ㅠ 개봉한 한통값을\n달라고 해서 입금 시겼답니다 그런데\n택배비까지 요구 그것도 왕복으로\n다른것도 아니고 부작용으로 인해\n반품 했는데 왕복 택배비요구에 좀 황당 ㅠㅠ단순변심으로 돌리더라구요\n남편도 나도 똑같은 부작용(어지럽고 ㆍ두통),1.0,김*곤 ,"['꾸준하다', '루테', '복용', '하다', '이번', '트리', '바꾸다', '복용', '그런데', '부작용', '생기다', '반품', '요청', '개봉', '통값', '달라', '하다', '입금', '기다', '그런데', '택배', '요구', '그것', '왕복', '아니다', '부작용', '인하다', '반품', '하다', '왕복', '택배', '요구', '황당', '변심', '돌리다', '남편', '나다', '똑같다', '부작용', '어지럽다', '두통']",꾸준하다 루테 복용 트리 바꾸다 복용 그런데 부작용 생기다 반품 요청 개봉 통값 달라 입금 기다 그런데 택배 요구 왕복 아니다 부작용 인하다 반품 왕복 택배 요구 황당 변심 돌리다 남편 똑같다 부작용 어지럽다 두통,"[(14, 2), (27, 1), (54, 1), (185, 2), (206, 1), (223, 1), (224, 2), (225, 1), (226, 1), (227, 1), (228, 1), (229, 1), (230, 1), (231, 1), (232, 1), (233, 1), (234, 3), (235, 1), (236, 1), (237, 2), (238, 2), (239, 1), (240, 1), (241, 2), (242, 1), (243, 1), (244, 1)]"
553,553,"뉴트리원 정우성 루테인 지아잔틴164 + 씨오케이 마스크, 30정, 10박스",2022.11.04,10개월분 주문했는데 유통기한이 23년9월28일이면 1년도 안되는 유통기한은 너무 짧은거 아닌가요~~,3.0,유*관 ,"['개월', '주문', '하다', '유통', '기한', '안되다', '유통', '기한', '너무', '짧다', '아니다']",주문 안되다 짧다 아니다,"[(54, 1), (179, 1), (245, 1), (246, 1)]"
595,595,"아이클리어 루테인 지아잔틴 오메가3 36g, 60정, 1개",2022.09.13,전에 먹고 효과 좋아서 재구매한건데\n이번에 산건 왜 어취가 느껴지죠..;;,3.0,김*우 ,"['먹다', '효과', '좋다', '재다', '이번', '사다', '어취', '느껴지다']",좋다 재다 사다 어취 느껴지다,"[(19, 1), (158, 1), (247, 1), (248, 1), (249, 1)]"
612,612,"JW중외제약 리얼메디 루테인지아잔틴 아스타잔틴 지아잔틴 루테인 눈건강 눈영양제 헤마토코쿠스, 30정, 3개",2022.10.26,다른제품은 알맹이가 좀 단단한것같은데\n이제품은 뜯을려고 할때 물컹한것같아요\n습관적으로 먹는거니 일단 계속 먹겠습니다,3.0,장*재 ,"['제품', '알맹이', '단단하다', '같다', '제품', '뜯다', '하다', '물컹하다', '같다', '습관', '먹다', '일단', '계속', '먹다']",제품 알맹이 단단하다 제품 물컹하다 습관,"[(35, 2), (250, 1), (251, 1), (252, 1), (253, 1)]"
664,664,"일양약품 일양 루테인밀크씨슬 900mg 30캡슐 1개월분, 30정, 1개",2022.04.29,요기배송하시시는 기사님은 배송 문구를안보시는지 문자도 없거니와 부재시 문앞이라고 해도 멋대로 경비실에 두고가시네요~ㅠ 쿠팡을들여봐야 알게끔 돼어있네요 저도 퀵하는 사람인지라 바쁘신거는 알겠지만 고객요청사항에\n따라줘야하는 지침을 안지키시네요~,1.0,권*수 ,"['배송', '하시시', '기사', '배송', '문구', '보다', '문자', '없다', '부다', '해도', '멋대로', '경비실', '두다', '쿠팡', '들이다', '보다', '알다', '돼다', '퀵하', '사람인', '지라', '바쁘다', '알다', '고객', '요청', '사항', '따르다', '야하다', '지침', '지키다']",하시시 기사 문구 문자 부다 해도 멋대로 경비실 두다 쿠팡 들이다 알다 돼다 퀵하 사람인 지라 바쁘다 알다 고객 요청 야하다 지침 지키다,"[(46, 1), (55, 2), (167, 1), (195, 1), (196, 1), (197, 1), (198, 1), (199, 1), (200, 1), (201, 1), (202, 1), (203, 1), (204, 1), (205, 1), (206, 1), (207, 1), (208, 1), (209, 1), (210, 1), (211, 1), (212, 1), (213, 1)]"
671,671,"[일양약품] 일양 루테인밀크씨슬 900mg 30캡슐 4개월분 눈건강 간건강, 30정, 4개",2023.05.01,싼게 비지떡(그다지 싸지도 않지만)\n눈이 더 나빠진듯,2.0,강*영 ,"['싸다', '비지', '그다지', '싸다', '않다', '나빠지다']",싸다 비지 그다지 싸다 나빠지다,"[(214, 1), (215, 1), (216, 1), (217, 2)]"
672,672,"[일양약품] 일양 루테인밀크씨슬 900mg 30캡슐 6박스 6개월분 눈건강 간건강, 30정, 6개",2022.10.20,건강한눈과간을위하여,3.0,박*용 ,"['건강', '한눈']",건강 한눈,"[(6, 1), (218, 1)]"
675,675,"[일양약품] 일양 루테인밀크씨슬 900mg 30캡슐 6박스 6개월분 눈건강 간건강, 30정, 6개",2023.05.17,까,3.0,김*기 ,['끄다'],끄다,"[(219, 1)]"
682,682,"[유통기한24년4월] 하이뮨 루테인지아잔틴아스타잔틴 3박스 (총90정/3개월분), 30정",2023.09.13,유통기한 얼마남지 않은 제품이라 싸게 구매했습니다.\n그래도 유통기한 지나기 전에 다 먹을 수 있어서 좋아요,3.0,서*희 ,"['유통', '기한', '얼마', '남지', '않다', '제품', '싸다', '구매', '하다', '그래도', '유통', '기한', '지나다', '먹다', '있다', '좋다']",남지 제품 싸다 구매 지나다 좋다,"[(19, 1), (35, 1), (120, 1), (217, 1), (254, 1), (255, 1)]"
759,759,"뉴트리원 정우성 루테인 지아잔틴164 + 씨오케이 마스크, 30정, 12박스",2022.10.16,꾸준한 루테인를 복용하다가\n이번엔 뉴트리원으로 바꿔 복용ㅠ 그런데\n부작용이 생겨 반품 요청ㅠ 개봉한 한통값을\n달라고 해서 입금 시겼답니다 그런데\n택배비까지 요구 그것도 왕복으로\n다른것도 아니고 부작용으로 인해\n반품 했는데 왕복 택배비요구에 좀 황당 ㅠㅠ단순변심으로 돌리더라구요\n남편도 나도 똑같은 부작용(어지럽고 ㆍ두통),1.0,김*곤 ,"['꾸준하다', '루테', '복용', '하다', '이번', '트리', '바꾸다', '복용', '그런데', '부작용', '생기다', '반품', '요청', '개봉', '통값', '달라', '하다', '입금', '기다', '그런데', '택배', '요구', '그것', '왕복', '아니다', '부작용', '인하다', '반품', '하다', '왕복', '택배', '요구', '황당', '변심', '돌리다', '남편', '나다', '똑같다', '부작용', '어지럽다', '두통']",꾸준하다 루테 복용 트리 바꾸다 복용 그런데 부작용 생기다 반품 요청 개봉 통값 달라 입금 기다 그런데 택배 요구 왕복 아니다 부작용 인하다 반품 왕복 택배 요구 황당 변심 돌리다 남편 똑같다 부작용 어지럽다 두통,"[(14, 2), (27, 1), (54, 1), (185, 2), (206, 1), (223, 1), (224, 2), (225, 1), (226, 1), (227, 1), (228, 1), (229, 1), (230, 1), (231, 1), (232, 1), (233, 1), (234, 3), (235, 1), (236, 1), (237, 2), (238, 2), (239, 1), (240, 1), (241, 2), (242, 1), (243, 1), (244, 1)]"
774,774,"뉴트리원 정우성 루테인 지아잔틴164 + 씨오케이 마스크, 30정, 10박스",2022.11.04,10개월분 주문했는데 유통기한이 23년9월28일이면 1년도 안되는 유통기한은 너무 짧은거 아닌가요~~,3.0,유*관 ,"['개월', '주문', '하다', '유통', '기한', '안되다', '유통', '기한', '너무', '짧다', '아니다']",주문 안되다 짧다 아니다,"[(54, 1), (179, 1), (245, 1), (246, 1)]"
816,816,"아이클리어 루테인 지아잔틴 오메가3 36g, 60정, 1개",2022.09.13,전에 먹고 효과 좋아서 재구매한건데\n이번에 산건 왜 어취가 느껴지죠..;;,3.0,김*우 ,"['먹다', '효과', '좋다', '재다', '이번', '사다', '어취', '느껴지다']",좋다 재다 사다 어취 느껴지다,"[(19, 1), (158, 1), (247, 1), (248, 1), (249, 1)]"
833,833,"뉴트리원 정우성 루테인 지아잔틴164 + 씨오케이 마스크, 30정, 12박스",2022.10.16,꾸준한 루테인를 복용하다가\n이번엔 뉴트리원으로 바꿔 복용ㅠ 그런데\n부작용이 생겨 반품 요청ㅠ 개봉한 한통값을\n달라고 해서 입금 시겼답니다 그런데\n택배비까지 요구 그것도 왕복으로\n다른것도 아니고 부작용으로 인해\n반품 했는데 왕복 택배비요구에 좀 황당 ㅠㅠ단순변심으로 돌리더라구요\n남편도 나도 똑같은 부작용(어지럽고 ㆍ두통),1.0,김*곤 ,"['꾸준하다', '루테', '복용', '하다', '이번', '트리', '바꾸다', '복용', '그런데', '부작용', '생기다', '반품', '요청', '개봉', '통값', '달라', '하다', '입금', '기다', '그런데', '택배', '요구', '그것', '왕복', '아니다', '부작용', '인하다', '반품', '하다', '왕복', '택배', '요구', '황당', '변심', '돌리다', '남편', '나다', '똑같다', '부작용', '어지럽다', '두통']",꾸준하다 루테 복용 트리 바꾸다 복용 그런데 부작용 생기다 반품 요청 개봉 통값 달라 입금 기다 그런데 택배 요구 왕복 아니다 부작용 인하다 반품 왕복 택배 요구 황당 변심 돌리다 남편 똑같다 부작용 어지럽다 두통,"[(14, 2), (27, 1), (54, 1), (185, 2), (206, 1), (223, 1), (224, 2), (225, 1), (226, 1), (227, 1), (228, 1), (229, 1), (230, 1), (231, 1), (232, 1), (233, 1), (234, 3), (235, 1), (236, 1), (237, 2), (238, 2), (239, 1), (240, 1), (241, 2), (242, 1), (243, 1), (244, 1)]"
848,848,"뉴트리원 정우성 루테인 지아잔틴164 + 씨오케이 마스크, 30정, 10박스",2022.11.04,10개월분 주문했는데 유통기한이 23년9월28일이면 1년도 안되는 유통기한은 너무 짧은거 아닌가요~~,3.0,유*관 ,"['개월', '주문', '하다', '유통', '기한', '안되다', '유통', '기한', '너무', '짧다', '아니다']",주문 안되다 짧다 아니다,"[(54, 1), (179, 1), (245, 1), (246, 1)]"
849,849,"여에스더 루테인&지아잔틴 눈, 30정, 3개, 30정",2023.06.19,비싼대 배송많이느림 기본2주걸림 한달기다리고 받았음 늦는다멘트도없음,1.0,신*태 ,"['비싸다', '배송', '많이', '느리다', '기본', '걸리다', '달기', '다리', '받다', '늦다', '멘트', '없다']",비싸다 느리다 기본 걸리다 달기 늦다,"[(0, 1), (1, 1), (2, 1), (3, 1), (4, 1), (5, 1)]"
867,867,"홀리데이즈 눈 건강 루테인 x 4병 (총12개월분), 4개",2023.03.11,유통기한이 넘짧아요ㅠ\n12개월분인데~최소 일년은되야자나요?\n근데 6개월남은 제품을보내셧네요ㅠ\n혼자먹기엔 좀부담되네요..\n확인좀하시고 보내주시길...,3.0,람람a5752 ,"['유통', '기한', '넘다', '짧다', '개월', '최소', '되다', '근데', '월남', '제품', '보내다', '혼자', '먹기', '부담', '되다', '확인', '좋다', '보내다']",넘다 짧다 최소 근데 월남 제품 보내다 먹기 부담 확인 좋다 보내다,"[(12, 1), (19, 1), (35, 1), (38, 1), (116, 1), (246, 1), (256, 1), (257, 2), (258, 1), (259, 1), (260, 1)]"
876,876,"홀리데이즈 눈건강 10종복합기능성 루테인 90캡슐 x 2병 (총6개월분), 90정, 2개",2020.08.20,매번 먹고 있습니다 좋아요,3.0,혜숙 ,"['매번', '먹다', '있다', '좋다']",좋다,"[(19, 1)]"
901,901,"오큐테인3 120캡슐, 120정, 1개",2022.10.10,다른 영양제 여러개 먹다가 하나만 먹어도되니 너무 편하네요^^,3.0,진*영 ,"['다른', '양제', '먹다', '하나', '먹다', '되다', '너무', '편하다']",양제 편하다,"[(159, 1), (222, 1)]"
904,904,"오큐테인3 120캡슐, 120정, 1개",2021.11.02,안과에서추천해서\n주문했는데\n제가먹던약보다알이크고\n하루에두알이라 버겁네요~~,3.0,그림맘 ,"['안과', '추천', '하다', '주문', '하다', '먹다', '이크', '하루', '버겁다']",안과 추천 주문 이크 버겁다,"[(245, 1), (261, 1), (262, 1), (263, 1), (264, 1)]"
916,916,"오큐테인3 120캡슐, 120정, 1개",2022.11.25,한달 먹었는데 잘 모르겠어요,3.0,김*영 ,"['먹다', '자다', '모르다']",모르다,"[(28, 1)]"
927,927,"유한양행 루테인지아잔틴 복합추출물 120캡슐 +60캡슐(6개월분), 60개(2개월)",2023.04.05,상품이야 좋겠죠.\n근데 60캡슐 가격이 다른데보다 거의 2배 비싸요.,2.0,김*애 ,"['상품', '좋다', '근데', '캡슐', '가격', '거의', '비싸다']",상품 좋다 근데 캡슐 가격 비싸다,"[(5, 1), (19, 1), (21, 1), (37, 1), (38, 1), (39, 1)]"
936,936,"유한양행 루테인지아잔틴 복합추출물 120캡슐 +60캡슐(6개월분), 3개",2023.07.31,제품은 복용해봐야 알겠지만 배송은 완존 파이다 29일 도착이었는데 도서산간지방도 아니고 이틀지난 31일 오후에 도착 별다른 통보도없고 지연되고 있다고 달랑 상투적인 문구만~~제주로 배송해도 이거보다는 빨리 들어갈듯 취소하려다 그냥 기다렸는데 영 아닌것같네 날짜 너무 빡빡하게 시키지마세요 여유있게 시키세요 성질급하신분은 짜증많이 납니다,1.0,한*승 ,"['제품', '복용', '해보다', '알다', '배송', '완존', '파이', '도착', '이다', '도서', '산간', '지방도', '아니다', '이틀', '지난', '오후', '도착', '별다르다', '통보', '없다', '지연', '되다', '있다', '달랑', '상투', '문구', '제주', '배송', '하다', '빨리', '들어가다', '취소', '하다', '그냥', '기다리다', '아니다', '같다', '날짜', '너무', '빡빡', '하다', '시키다', '말다', '여유', '있다', '시키다', '성질', '급하다', '신분', '짜증', '많이', '나다']",제품 복용 해보다 알다 완존 파이 도착 도서 산간 지방도 아니다 지난 도착 별다르다 통보 지연 달랑 상투 문구 제주 빨리 취소 기다리다 아니다 날짜 빡빡 여유 성질 급하다 신분 짜증,"[(14, 1), (35, 1), (40, 1), (41, 1), (42, 1), (43, 1), (44, 1), (45, 2), (46, 1), (47, 1), (48, 1), (49, 1), (50, 1), (51, 1), (52, 1), (53, 1), (54, 2), (55, 1), (56, 1), (57, 1), (58, 1), (59, 1), (60, 1), (61, 1), (62, 1), (63, 1), (64, 1), (65, 1), (66, 1)]"
941,941,"뉴트리원 루테인지아잔틴164 두뇌 & 눈 건강 은행잎추출물 뇌 건강 기억력 인지력 개선 활력환 기획세트, 30정, 6개",2023.07.17,"전에는 면역력강화에대한 정우성 루테인 먹다가 지금은 눈건강,뇌건강,기억력 개선,,등에 집중적으로 효과있다해서 이것으로 갈아탔어요~ 가격도 전에것보다 더 있구요~\n앞숫자 5로 바뀌면서도 시력은 둘다 1.5로 나오도록 좋은데 작업하는 환경 역할도 있고,노안은 어쩔수 없나바요~ㅠㅠ\n웬간한 거리는 아무 문제없는데 핸드폰이나 책같은거 보려면 초점 거리가 점점 멀어져서 팔을 쭉 뻗고 볼정도로 되고 눈을 찌프리하기도하고 힘도 들고해요~\n건망증이 올정도로 기억력도 많이 떨어져서 이 제품으로 갈아타선 매일 꾸준히 복용중이죠~\n인터넷에서 루테인건강식품 먹어도 허튼짓이라고, 눈에 특별한효과가 없다고 하는 얘기를 들었어요~\n그래서 먹다가 그얘기를 듣고 한동안 중단했어요~\n왜냐하면 그말도 맞는건지 루테인을 1년넘게 먹었는데 첨에 먹기전엔 눈상태가 괜찮았는데 먹으면서 점점 더 안좋아졌으니깐요~\n안과에서도 수술은 사기꾼들 짓이고 노안은 노화현상이라 어쩔방법없다하고ᆢㅠㅠ\n한동안 중단하다 노안도 차츰 더 하고해서 그래도 눈에 좋다고 하는 루테인인데,나이문제겠지~안먹기보다 낫겠지~하면서 실오리 희망이라도 걸어보려고 다시 먹어보기로했어요~\n전엔 몇가지 안되였는데 지금은 루테인광고 가지수가 너무 많아 어떤걸 선택하면 좋을지 한참 고민하다 눈건강,뇌건강에대한것이 있어 바로 이것으로 결정했어요~\n간편하게 하루한알,적당한 크기라 물과함께 복용하면 목넘김도 쉬워요~\n지금 이 약을주문해서 좀이라도 효과있기를,더 심해지지 않기를 기대하면서 한달 넘게 꼬박꼬박 먹고 있지만 노안이라그런지 특별한 차도도 안 보이고 더 안좋아지고,,,\n그래도 어디라도 좋겠지 하며 일단 꾸준히 먹어보려구요~~ㅠㅠ",3.0,z*u ,"['면역', '강화', '대한', '정우성', '루테', '먹다', '지금', '건강', '건강', '기억', '개선', '집중', '효과', '있다', '하다', '갈아타다', '가격', '있다', '숫자', '바뀌다', '시력', '두다', '나오다', '좋다', '작업', '하다', '환경', '역할', '있다', '노안', '없다', '거리', '아무', '문제', '없다', '핸드폰', '같다', '보다', '초점', '거리', '점점', '멀어지다', '뻗다', '정도', '되다', '프리', '기도', '들다', '고해', '건망증', '정도', '기억', '많이', '떨어지다', '제품', '갈아타다', '매일', '꾸준하다', '복용', '중이', '인터넷', '루테', '건강', '식품', '먹다', '특별하다', '효과', '없다', '하다', '얘기', '들다', '그래서', '먹다', '얘기', '듣다', '한동안', '중단', '하다', '왜냐하면', '맞다', '건지다', '루테인', '먹다', '처음', '먹다', '상태', '괜찮다', '먹다', '점점', '좋아지다', '안과', '수술', '사기꾼', '노안', '노화', '현상', '방법', '없다', '한동안', '중단', '하다', '노안', '차츰', '하다', '하다', '그래도', '좋다', '하다', '루테인', '나이', '문제', '겠다', '먹다', '낫다', '하다', '오리', '희망이', '걸다', '보다', '다시', '먹다', '보기', '하다', '가지', '안되다', '지금', '루테인광', '가지', '수가', '너무', '많다', '선택', '하다', '좋다', '한참', '고민', '하다', '건강', '건강', '있다', '바로', '결정', '하다', '간편하다', '하루', '적당하다', '크기', '함께', '복용', '하다', '넘김', '쉽다', '지금', '문해', '효과', '있다', '심해지다', '않다', '기대하다', '넘다', '꼬박꼬박', '먹다', '있다', '노안', '그렇다', '특별하다', '차도', '보이', '안좋다', '그래도', '어디', '좋다', '하다', '일단', '꾸준하다', '먹다', '보다']",면역 강화 대한 정우성 루테 건강 건강 기억 개선 집중 갈아타다 가격 숫자 바뀌다 시력 두다 좋다 작업 환경 역할 노안 거리 문제 핸드폰 초점 거리 점점 멀어지다 뻗다 프리 기도 고해 건망증 기억 떨어지다 제품 갈아타다 꾸준하다 복용 중이 인터넷 루테 건강 식품 특별하다 얘기 얘기 듣다 중단 맞다 건지다 루테인 상태 괜찮다 점점 좋아지다 안과 수술 사기꾼 노안 노화 현상 방법 중단 노안 차츰 좋다 루테인 나이 문제 겠다 낫다 오리 희망이 걸다 다시 안되다 루테인광 많다 선택 좋다 건강 건강 결정 간편하다 적당하다 크기 복용 넘김 쉽다 문해 심해지다 기대하다 넘다 꼬박꼬박 노안 그렇다 특별하다 차도 보이 안좋다 좋다 꾸준하다,"[(6, 5), (9, 1), (14, 2), (19, 4), (27, 2), (34, 1), (35, 1), (37, 1), (69, 1), (74, 1), (80, 2), (82, 1), (119, 1), (131, 1), (166, 1), (179, 1), (186, 1), (192, 1), (198, 1), (226, 2), (256, 1), (262, 1), (265, 1), (266, 2), (267, 1), (268, 2), (269, 1), (270, 1), (271, 1), (272, 1), (273, 1), (274, 1), (275, 1), (276, 2), (277, 1), (278, 1), (279, 1), (280, 4), (281, 1), (282, 1), (283, 1), (284, 1), (285, 1), (286, 1), (287, 1), (288, 2), (289, 1), (290, 1), (291, 1), (292, 1), (293, 1), (294, 1), (295, 1), (296, 1), (297, 1), (298, 1), (299, 1), (300, 1), (301, 1), (302, 2), (303, 1), (304, 1), (305, 1), (306, 1), (307, 1), (308, 2), (309, 1), (310, 1), (311, 2), (312, 1), (313, 1), (314, 1), (315, 1), (316, 1), (317, 1), (318, 2), (319, 1), (320, 1), (321, 1), (322, 1), (323, 1)]"
