,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,stopremoved_reviews,okt_reviews,mecab_reviews,replaced_review
828,"나우푸드 아스타잔틴 10mg 소프트젤, 60정, 1개",2023.06.16,"직장인이었을 때는 눈 때문에 아무 걱정없이 지냈는데 반해, 직장을 그만 두니 마음의 평화보다는 수면장애
및 시력에 이상이 와서 갖은 노력을 다했음. 즉 수면 및 시력에 좋다는 마누카 꿀(또는 밤꿀)이며 수면보조제
를 비롯해 안국 루테인 지아잔틴 등...그러나 엄청 공들인 결과는 허사였다.
그 이유는 하루종일 컴퓨터에만 몰두, 장시간 전자기기 사용으로 인한 것이 원인이므로(블루라이트-청색광)
눈의 피로도 개선을 위한 것으로 아스타잔틴을 먹어야 하는데 엉뚱한 것만 먹었으므로 반성.
급히 나우푸드 아스타잔틴(10mg)을 구입, 수령 후 1정을 먹고 부작용으로 이틀을 끙끙대며 고생했음.
복통(더부룩하고)과 대변이 묽어지며 설사를 해서 무서워 안먹고 중지(스톱).
리뷰에는 부작용을 겪은 분이 없었는데 나만 그런건지는 몰라도~~
아스타잔틴이 10mg이라 용량이 너무 세서 그런지 의문? 대개 3가지 혼합됐을 때는 4mg인데 반하여 이것은
10mg이라 주의 요함. 그래서 마지막으로 중외제약 루테인 지아잔틴 아스타잔틴 30정을 구입, 오늘(저녁) 처음
복용했으며, 아무 이상없이 체질에 잘 맞으면, 더 구입해 복용할 예정임.",1.0,최*순 ,"직장인이었을 때는 눈 때문에 아무 걱정없이 지냈는데 반해, 직장을 그만 두니 마음의 평화보다는 수면장애
및 시력에 이상이 와서 갖은 노력을 다했음. 즉 수면 및 시력에 좋다는 마누카 꿀(또는 밤꿀)이며 수면보조제
를 비롯해 안국 루테인 지아잔틴 등...그러나 엄청 공들인 결과는 허사였다.
그 이유는 하루종일 컴퓨터에만 몰두, 장시간 전자기기 사용으로 인한 것이 원인이므로(블루라이트-청색광)
눈의 피로도 개선을 위한 것으로 아스타잔틴을 먹어야 하는데 엉뚱한 것만 먹었으므로 반성.
급히 나우푸드 아스타잔틴(10mg)을 구입, 수령 후 1정을 먹고 부작용으로 이틀을 끙끙대며 고생했음.
복통(더부룩하고)과 대변이 묽어지며 설사를 해서 무서워 안먹고 중지(스톱).
리뷰에는 부작용을 겪은 분이 없었는데 나만 그런건지는 몰라도~~
아스타잔틴이 10mg이라 용량이 너무 세서 그런지 의문? 대개 3가지 혼합됐을 때는 4mg인데 반하여 이것은
10mg이라 주의 요함. 그래서 마지막으로 중외제약 루테인 지아잔틴 아스타잔틴 30정을 구입, 오늘(저녁) 처음
복용했으며, 아무 이상없이 체질에 잘 맞으면, 더 구입해 복용할 예정임.","직장인이었을 때는 눈 걱정없이 지냈는데 반해, 직장을 그만 두니 마음의 평화보다는 수면장애 시력에 이상이 와서 갖은 노력을 다했음. 수면 시력에 좋다는 마누카 꿀(또는 밤꿀)이며 수면보조제 비롯해 안국 루테인 지아잔틴 등...그러나 엄청 공들인 결과는 허사였다. 이유는 하루종일 컴퓨터에만 몰두, 장시간 전자기기 사용으로 인한 것이 원인이므로(블루라이트-청색광) 눈의 피로도 개선을 위한 것으로 아스타잔틴을 먹어야 엉뚱한 것만 먹었으므로 반성. 급히 나우푸드 아스타잔틴(10mg)을 구입, 수령 후 1정을 먹고 부작용으로 이틀을 끙끙대며 고생했음. 복통(더부룩하고)과 대변이 묽어지며 설사를 무서워 안먹고 중지(스톱). 리뷰에는 부작용을 겪은 분이 없었는데 나만 그런건지는 몰라도~~ 아스타잔틴이 10mg이라 용량이 세서 그런지 의문? 대개 3가지 혼합됐을 때는 4mg인데 반하여 이것은 10mg이라 주의 요함. 마지막으로 중외제약 루테인 지아잔틴 아스타잔틴 30정을 구입, 오늘(저녁) 복용했으며, 이상없이 체질에 잘 맞으면, 더 구입해 복용할 예정임.",직장인 이다 걱정 직장 마음 평화 수면장애 시력 이상 갖은 노력 수면 좋다 마누카 밤꿀 보조 비롯 안국 루테 지아 잔틴 결과 허사 이유 하루 종일 컴퓨터 몰두 장시간 전자기기 사용 인하다 원인 블루 라이트 청색 피로 개선 아스타 엉뚱하다 반성 나우 푸드 mg 구입 수령 부작용 이틀 고생 복통 대변 설사 중지 스톱 리뷰 용량 의문 대개 가지 혼합 돼다 주의 마지막 중외 제약 오늘 저녁 복용 체질 하다 예정,직장인 걱정 직장 마음 평화 수면 장애 시력 이상 갖은 노력 수면 좋 마누 보조 비롯 안국 지아 잔틴 결과 허사 이유 하루 종일 컴퓨터 몰두 장시간 전자 기기 사용 인하 원인 라이트 청색 피로 개선 아스타 엉뚱 반성 나우 푸드 mg 구입 수령 부작용 이틀 고생 복통 대변 설사 중지 스톱 리뷰 용량 의문 대개 가지 혼합 마지막 중외 제약 오늘 저녁 복용 체질 하 예정,직장인 걱정 직장 마음 평화 수면 장애 시력 이상 갖은 노력 수면 좋 마누 보조 비롯 안국 지아 잔틴 결과 허사 이유 하루 종일 컴퓨터 몰두 장시간 전자 기기 사용 인하 원인 라이트 청색 피로 개선 아스타 엉뚱 반성 나우 푸드 mg 구입 수령 부작용 이틀 고생 복통 대변 설사 중지 스톱 리뷰 용량 의문 대개 가지 혼합 마지막 중외 제약 오늘 저녁 복용 체질 하 예정
846,"나우푸드 아스타잔틴 10mg 소프트젤, 60정, 1개",2021.02.16,세병다 터져서 붉으스름하네요4mg짤 다른데껀 안비린데 이건 전부 터져서 비려서 먹기힘들듯요 별하나주기도 아까워요 싸게판다고 보관 개떡같이 한듯요 일단혼자 세병 한번에 찍기불편해서 하나만찍었네요 부모님이랑 한병씩 사드리고 제것도산건데 그지같아요,1.0,김*은 ,세병다 터져서 붉으스름하네요4mg짤 다른데껀 안비린데 이건 전부 터져서 비려서 먹기힘들듯요 별하나주기도 아까워요 싸게판다고 보관 개떡같이 한듯요 일단혼자 세병 한번에 찍기불편해서 하나만찍었네요 부모님이랑 한병씩 사드리고 제것도산건데 그지같아요,세병다 터져서 붉으스름하네요4mg짤 다른데껀 안비린데 터져서 비려서 먹기힘들듯요 별하나주기도 아까워요 싸게판다고 보관 개떡같이 한듯요 일단혼자 세병 한번에 찍기불편해서 하나만찍었네요 부모님이랑 한병씩 사드리고 제것도산건데 그지같아요,스름 mg 비려 먹기 힘들다 별하나 주기도 판다 보관 일단 혼자 한번 찍기 하나 부모님 사드,mg 비려 먹 힘들 하나 주기 판다 보관 일단 혼자 찍 하나 부모 사드,mg 비려 먹 힘들 하나 주기 판다 보관 일단 혼자 찍 하나 부모 사드
876,"내츄럴플러스 프리미엄 루테인, 90정, 4개",2023.08.06,일년치 네개 묶어서 싸게 판다더니 유통기한은 일년도 안남은것들을 보내줬네요.. 하...진짜,1.0,고*은 ,일년치 네개 묶어서 싸게 판다더니 유통기한은 일년도 안남은것들을 보내줬네요.. 하...진짜,일년치 네개 묶어서 싸게 판다더니 유통기한은 일년도 안남은것들을 보내줬네요.. 하...진짜,년치 유통 기한 년도 안남 진짜,유통 기한 안 진짜,유통 기한 안 진짜
940,"뉴트리딘 프리미엄 피로개선 홍경천 플러스, 60정, 1개",2021.12.23,"약이왜이러죠??
약통에가득찬게아니고.바닥에서 아주조금올라와있는게
다고 약이왜이닌거죠
진짜황당했습니다",1.0,이*실 ,"약이왜이러죠??
약통에가득찬게아니고.바닥에서 아주조금올라와있는게
다고 약이왜이닌거죠
진짜황당했습니다",약이왜이러죠?? 약통에가득찬게아니고.바닥에서 아주조금올라와있는게 다고 약이왜이닌거죠 진짜황당했습니다,득찬 바닥 아주 조금 닌거 진짜 이닌거,바닥 아주 조금 진짜,바닥 아주 조금 진짜
941,"뉴트리딘 프리미엄 피로개선 홍경천 플러스, 60정, 1개",2022.06.20,"좋다고 해서 구매했는데 그냥 ㅇㄹㄴㅁ 이나 먹을껄
전혀 도움 안됩니다.",1.0,임*경 ,"좋다고 해서 구매했는데 그냥 ㅇㄹㄴㅁ 이나 먹을껄
전혀 도움 안됩니다.",좋다고 구매했는데 ㅇㄹㄴㅁ 먹을껄 전혀 도움 안됩니다.,구매 먹을껄 전혀 도움,구매 먹 을껄 전혀 도움,구매 먹 을껄 전혀 도움
947,"뉴트리딘 프리미엄 피로개선 홍경천 플러스, 60정, 1개",2022.03.18,포장 이 별로.,1.0,최*종 ,포장 이 별로.,포장 별로.,포장 별로,포장,포장
999,"생생드림 마카환 페루산, 1개, 250g",2018.08.14,너무 어처구니 없고 황당!!!! 물건 받자마자 후기쓰려 들어가보니 가격이 천원 껄어진거여? 두개 구매했는데 2.000원 넘게 구매한거 생각하니 사기당한 기분 ! 아니 일주일도 아니고 하루밤 사이에 가격 이렇게 인하할수 있어요?!!! 참나.::,2.0,식탐이 ,너무 어처구니 없고 황당!!!! 물건 받자마자 후기쓰려 들어가보니 가격이 천원 껄어진거여? 두개 구매했는데 2.000원 넘게 구매한거 생각하니 사기당한 기분 ! 아니 일주일도 아니고 하루밤 사이에 가격 이렇게 인하할수 있어요?!!! 참나.::,어처구니 없고 황당!!!! 물건 받자마자 후기쓰려 들어가보니 가격이 천원 껄어진거여? 두개 구매했는데 2.000원 넘게 구매한거 생각하니 사기당한 기분 ! 일주일도 아니고 하루밤 사이에 가격 이렇게 인하할수 있어요?!!! 참나.::,어처구니 황당 물건 후기 가격 천원 어진 거여 구매 생각 사기 기분 일주일 하루 사이 인하 참나,어처구니 황당 물건 후기 가격 어진 구매 생각 사기 기분 주일 하루 사이 인하 참,어처구니 황당 물건 후기 가격 어진 구매 생각 사기 기분 주일 하루 사이 인하 참
1010,"생생드림 마카환 페루산, 1개, 250g",2018.02.16,효과는조금있는거같아요,2.0,안*섭 ,효과는조금있는거같아요,효과는조금있는거같아요,효과 조금,효과 조금,효과 조금
1041,"유한 비플러스씨 고함량 비타민B 비타민C 활력비타민 비컴플랙스, 90정, 1개",2021.09.07,알러지가 생겨서 먹지않아요,1.0,강*영 ,알러지가 생겨서 먹지않아요,알러지가 생겨서 먹지않아요,알러지,알 러지,알 러지
1043,"유한 비플러스씨 고함량 비타민B 비타민C 활력비타민 비컴플랙스, 90정, 1개",2018.03.17,3월에구매했는데 5월이 유통기한임 재고줬나봄,1.0,신*지 ,3월에구매했는데 5월이 유통기한임 재고줬나봄,3월에구매했는데 5월이 유통기한임 재고줬나봄,유통 기한 재고,유통 기한 재고,유통 기한 재고
1152,"장명식품 구운마늘환 플러스, 1개, 300g",2019.10.16,냄새가 별로ㅡㅡ 안먹게 되네요..,1.0,이*주 ,냄새가 별로ㅡㅡ 안먹게 되네요..,냄새가 별로ㅡㅡ 안먹게 되네요..,냄새 별로,냄새 별로,냄새 별로
1235,"유한 비플러스씨 고함량 비타민B 비타민C 활력비타민 비컴플랙스, 90정, 1개",2021.09.07,알러지가 생겨서 먹지않아요,1.0,강*영 ,알러지가 생겨서 먹지않아요,알러지가 생겨서 먹지않아요,알러지,알 러지,알 러지
1237,"유한 비플러스씨 고함량 비타민B 비타민C 활력비타민 비컴플랙스, 90정, 1개",2018.03.17,3월에구매했는데 5월이 유통기한임 재고줬나봄,1.0,신*지 ,3월에구매했는데 5월이 유통기한임 재고줬나봄,3월에구매했는데 5월이 유통기한임 재고줬나봄,유통 기한 재고,유통 기한 재고,유통 기한 재고
1478,"뉴트리딘 프리미엄 피로개선 홍경천 플러스, 60정, 1개",2021.12.23,"약이왜이러죠??
약통에가득찬게아니고.바닥에서 아주조금올라와있는게
다고 약이왜이닌거죠
진짜황당했습니다",1.0,이*실 ,"약이왜이러죠??
약통에가득찬게아니고.바닥에서 아주조금올라와있는게
다고 약이왜이닌거죠
진짜황당했습니다",약이왜이러죠?? 약통에가득찬게아니고.바닥에서 아주조금올라와있는게 다고 약이왜이닌거죠 진짜황당했습니다,득찬 바닥 아주 조금 닌거 진짜 이닌거,바닥 아주 조금 진짜,바닥 아주 조금 진짜
1479,"뉴트리딘 프리미엄 피로개선 홍경천 플러스, 60정, 1개",2022.06.20,"좋다고 해서 구매했는데 그냥 ㅇㄹㄴㅁ 이나 먹을껄
전혀 도움 안됩니다.",1.0,임*경 ,"좋다고 해서 구매했는데 그냥 ㅇㄹㄴㅁ 이나 먹을껄
전혀 도움 안됩니다.",좋다고 구매했는데 ㅇㄹㄴㅁ 먹을껄 전혀 도움 안됩니다.,구매 먹을껄 전혀 도움,구매 먹 을껄 전혀 도움,구매 먹 을껄 전혀 도움
1485,"뉴트리딘 프리미엄 피로개선 홍경천 플러스, 60정, 1개",2022.03.18,포장 이 별로.,1.0,최*종 ,포장 이 별로.,포장 별로.,포장 별로,포장,포장
1581,"장명식품 구운마늘환 플러스, 1개, 300g",2019.10.16,냄새가 별로ㅡㅡ 안먹게 되네요..,1.0,이*주 ,냄새가 별로ㅡㅡ 안먹게 되네요..,냄새가 별로ㅡㅡ 안먹게 되네요..,냄새 별로,냄새 별로,냄새 별로
1653,"내츄럴플러스 프리미엄 루테인, 90정, 4개",2023.08.06,일년치 네개 묶어서 싸게 판다더니 유통기한은 일년도 안남은것들을 보내줬네요.. 하...진짜,1.0,고*은 ,일년치 네개 묶어서 싸게 판다더니 유통기한은 일년도 안남은것들을 보내줬네요.. 하...진짜,일년치 네개 묶어서 싸게 판다더니 유통기한은 일년도 안남은것들을 보내줬네요.. 하...진짜,년치 유통 기한 년도 안남 진짜,유통 기한 안 진짜,유통 기한 안 진짜
1701,"나우푸드 로디올라 500mg 베지 캡슐, 60정, 1개",2017.08.26,"복용한지 일주일 되었는데 약간의 현기증과 구강건조증이 생기네요

로디올라(홍경천) 부작용으로 현기증과 구강건조증이 생기면 복용중단하라고 하던데

딱 제가 그러네요..

로디올라 효능이 좋은거 같아서 복용하려고 했는데 아쉽네요 ㅠㅠ",1.0,오*하 ,"복용한지 일주일 되었는데 약간의 현기증과 구강건조증이 생기네요

로디올라(홍경천) 부작용으로 현기증과 구강건조증이 생기면 복용중단하라고 하던데

딱 제가 그러네요..

로디올라 효능이 좋은거 같아서 복용하려고 했는데 아쉽네요 ㅠㅠ",복용한지 되었는데 약간의 현기증과 구강건조증이 생기네요 로디올라(홍경천) 부작용으로 현기증과 구강건조증이 생기면 복용중단하라고 하던데 제가 그러네요.. 로디올라 효능이 좋은거 같아서 복용하려고 아쉽네요 ㅠㅠ,복용 한지 약간 현기증 강건 조증 로디 경천 부작용 생기 중단 효능 좋다,복용 한지 약간 현기증 강건 조증 로디 경천 부작용 생기 중단 효능 좋,복용 한지 약간 현기증 강건 조증 로디 경천 부작용 생기 중단 효능 좋
1716,"나우푸드 로디올라 500mg 베지 캡슐, 60정, 1개",2018.01.10,어댑토겐의 끝판왕이라길래 많이 기대했는데...말도 안되는 소리겠지만 전 이거먹고 불안장애가 더 심해졌어요ㅋㅋ물론 시기적 우연이겠지만..,2.0,Cera ,어댑토겐의 끝판왕이라길래 많이 기대했는데...말도 안되는 소리겠지만 전 이거먹고 불안장애가 더 심해졌어요ㅋㅋ물론 시기적 우연이겠지만..,어댑토겐의 끝판왕이라길래 기대했는데...말도 안되는 소리겠지만 전 이거먹고 불안장애가 더 심해졌어요ㅋㅋ물론 시기적 우연이겠지만..,어댑토겐 끝판 안되다 소리 불안장애 기적 우연,댑토겐 끝판 안 되 소리 불안 장애 기적 우연,댑토겐 끝판 안 되 소리 불안 장애 기적 우연
1755,"장명식품 구운마늘환 플러스, 1개, 300g",2019.10.16,냄새가 별로ㅡㅡ 안먹게 되네요..,1.0,이*주 ,냄새가 별로ㅡㅡ 안먹게 되네요..,냄새가 별로ㅡㅡ 안먹게 되네요..,냄새 별로,냄새 별로,냄새 별로
1805,"내츄럴플러스 비타민B50 앤 C, 90정, 99g, 1개",2021.05.17,"저는 잘안맞는듯
체력이 10이면 10에서 3된기분?
4일째먹고 그만먹습니다.",2.0,이*윤 ,"저는 잘안맞는듯
체력이 10이면 10에서 3된기분?
4일째먹고 그만먹습니다.",저는 잘안맞는듯 체력이 10이면 10에서 3된기분? 4일째먹고 그만먹습니다.,잘알다 체력 이면 되다 기분,잘 알 체력 되 기분,잘 알 체력 되 기분
2066,"순수식품 SSF 종합비타민 미네랄 20, 90정, 4개",2021.11.22,"9월30일부터 어제(11월20일)까지 먹고있습니다

며칠전 직장인 건강검진을하고
결과가 나왔는데
영양결핍이라 병원에 방문했습니다

병원에서 종합비타민을 챙겨먹으라 하네요
영양수치가 너무 낮다고

제가 여름에 장폐색으로 고생하고
그래서 여기 종합비타민을 먹은건데

혈액검사상으로는 종합비타민을 먹는사람의 수치가
아니라더군요
다른걸로 바꾸라 하시더라구요

흠......

권장량 미달이라 싸게 파는건가?
하루 권장량 100%로 라길래 구입했는데
뭐가 어떻게 된걸까요",1.0,유*형 ,"9월30일부터 어제(11월20일)까지 먹고있습니다

며칠전 직장인 건강검진을하고
결과가 나왔는데
영양결핍이라 병원에 방문했습니다

병원에서 종합비타민을 챙겨먹으라 하네요
영양수치가 너무 낮다고

제가 여름에 장폐색으로 고생하고
그래서 여기 종합비타민을 먹은건데

혈액검사상으로는 종합비타민을 먹는사람의 수치가
아니라더군요
다른걸로 바꾸라 하시더라구요

흠......

권장량 미달이라 싸게 파는건가?
하루 권장량 100%로 라길래 구입했는데
뭐가 어떻게 된걸까요",9월30일부터 어제(11월20일)까지 먹고있습니다 며칠전 직장인 건강검진을하고 결과가 나왔는데 영양결핍이라 병원에 방문했습니다 병원에서 종합비타민을 챙겨먹으라 하네요 영양수치가 낮다고 제가 여름에 장폐색으로 고생하고 종합비타민을 먹은건데 혈액검사상으로는 종합비타민을 먹는사람의 수치가 아니라더군요 다른걸로 바꾸라 하시더라구요 흠...... 권장량 미달이라 싸게 파는건가? 권장량 100%로 라길래 구입했는데 뭐가 어떻게 된걸까요,어제 며칠 직장인 건강검진 결과 영양 결핍 병원 방문 종합 비타민 치가 여름 장폐색 고생 혈액 검사 사람 수치 장량 미달 건가 구입,어제 며칠 직장 건강 검진 결과 영양 결핍 병원 방문 종합 비타민 여름 장폐색 고생 혈액 검사 사람 수치 장량 미달 건가 구입,어제 며칠 직장 건강 검진 결과 영양 결핍 병원 방문 종합 비타민 여름 장폐색 고생 혈액 검사 사람 수치 장량 미달 건가 구입
